Iteration(Tree),Train_Loss(MSE),Val_Loss(MSE)
340,0.001258,2.390186
341,0.001244,2.390282
342,0.001228,2.390199
343,0.001204,2.390137
344,0.001188,2.390116
345,0.001167,2.390216
346,0.001150,2.390223
347,0.001133,2.390272
348,0.001121,2.390340
349,0.001106,2.390311
350,0.001095,2.390369
351,0.001082,2.390416
352,0.001068,2.390376
353,0.001056,2.390322
354,0.001044,2.390344
355,0.001031,2.390430
356,0.001017,2.390638
357,0.001004,2.390821
358,0.000992,2.390810
359,0.000980,2.390762
360,0.000970,2.390782
361,0.000962,2.390775
362,0.000952,2.390767
363,0.000942,2.390804
364,0.000933,2.390753
365,0.000925,2.390729
366,0.000913,2.390578
367,0.000904,2.390639
368,0.000895,2.390618
369,0.000887,2.390617
370,0.000876,2.390654
371,0.000863,2.390981
372,0.000855,2.390968
373,0.000842,2.391274
374,0.000828,2.391296
375,0.000815,2.391326
376,0.000803,2.391353
377,0.000791,2.391383
378,0.000780,2.391429
379,0.000767,2.391500
380,0.000758,2.391549
381,0.000748,2.391582
382,0.000738,2.391651
383,0.000729,2.391535
384,0.000719,2.391584
385,0.000711,2.391650
386,0.000703,2.391726
387,0.000693,2.391802
388,0.000686,2.391695
389,0.000677,2.391701
390,0.000669,2.391747
391,0.000660,2.391820
392,0.000647,2.392239
393,0.000634,2.392301
394,0.000623,2.392301
395,0.000614,2.392259
396,0.000605,2.392310
397,0.000598,2.392282
398,0.000592,2.392349
399,0.000586,2.392322
400,0.000579,2.392444
401,0.000572,2.392391
402,0.000564,2.392504
403,0.000556,2.392655
404,0.000550,2.392762
405,0.000542,2.392905
406,0.000535,2.393040
407,0.000528,2.393096
408,0.000520,2.393201
409,0.000513,2.393183
410,0.000508,2.393187
411,0.000504,2.393219
412,0.000498,2.393330
413,0.000493,2.393515
414,0.000488,2.393710
415,0.000484,2.393872
416,0.000477,2.393872
417,0.000471,2.394045
418,0.000464,2.394135
419,0.000458,2.394136
420,0.000452,2.394143
421,0.000448,2.394299
422,0.000444,2.394464
423,0.000441,2.394607
424,0.000438,2.394740
425,0.000432,2.394908
426,0.000426,2.395077
427,0.000421,2.395235
428,0.000415,2.395363
429,0.000410,2.395377
430,0.000406,2.395323
431,0.000401,2.395294
432,0.000397,2.395365
433,0.000391,2.395442
434,0.000385,2.395511
435,0.000378,2.395577
436,0.000373,2.395666
437,0.000369,2.395731
438,0.000364,2.395863
439,0.000359,2.395851
440,0.000355,2.395840
441,0.000350,2.395854
442,0.000346,2.395871
443,0.000342,2.395869
444,0.000337,2.395898
445,0.000333,2.395943
446,0.000328,2.396046
447,0.000322,2.396080
448,0.000317,2.396111
449,0.000313,2.396132
450,0.000309,2.396169
451,0.000305,2.396197
452,0.000301,2.396224
453,0.000298,2.396294
454,0.000294,2.396468
455,0.000290,2.396460
456,0.000287,2.396484
457,0.000283,2.396490
458,0.000278,2.396528
459,0.000275,2.396560
460,0.000272,2.396583
461,0.000270,2.396613
462,0.000267,2.396605
463,0.000264,2.396623
464,0.000261,2.396709
465,0.000256,2.396626
466,0.000253,2.396605
467,0.000249,2.396611
468,0.000246,2.396595
469,0.000243,2.396571
470,0.000240,2.396513
471,0.000238,2.396458
472,0.000234,2.396432
473,0.000230,2.396431
474,0.000227,2.396350
475,0.000224,2.396352
476,0.000220,2.396353
477,0.000218,2.396341
478,0.000215,2.396334
479,0.000213,2.396332
480,0.000212,2.396326
481,0.000210,2.396350
482,0.000208,2.396407
483,0.000206,2.396409
484,0.000204,2.396461
485,0.000202,2.396486
486,0.000200,2.396455
487,0.000197,2.396385
488,0.000194,2.396425
489,0.000193,2.396447
490,0.000190,2.396482
491,0.000187,2.396519
492,0.000185,2.396566
493,0.000183,2.396599
494,0.000180,2.396580
495,0.000178,2.396627
496,0.000176,2.396670
497,0.000173,2.396653
498,0.000171,2.396661
499,0.000169,2.396691
500,0.000167,2.396774
