Iteration(Tree),Train_Loss(MSE),Val_Loss(MSE)
160,0.263559,0.284195
161,0.263297,0.284293
162,0.263201,0.284316
163,0.263019,0.284444
164,0.262842,0.284571
165,0.262684,0.284714
166,0.262522,0.284934
167,0.262372,0.285165
168,0.262133,0.285262
169,0.261901,0.285379
170,0.261672,0.285529
171,0.261470,0.285669
172,0.261269,0.285897
173,0.261094,0.285981
174,0.260893,0.286176
175,0.260638,0.286170
176,0.260412,0.286118
177,0.260198,0.286107
178,0.260036,0.286241
179,0.259851,0.286147
180,0.259706,0.286165
181,0.259539,0.286303
182,0.259376,0.286090
183,0.259227,0.286016
184,0.259081,0.286247
185,0.258950,0.286398
186,0.258808,0.286265
187,0.258657,0.286235
188,0.258529,0.286333
189,0.258337,0.286368
190,0.258149,0.286434
191,0.257990,0.286762
192,0.257849,0.286801
193,0.257731,0.286958
194,0.257588,0.287174
195,0.257478,0.287302
196,0.257387,0.287475
197,0.257222,0.287646
198,0.257063,0.287841
199,0.256961,0.288003
200,0.256867,0.288181
201,0.256787,0.288334
202,0.256652,0.288508
203,0.256528,0.288674
204,0.256398,0.288875
205,0.256293,0.289081
206,0.256175,0.289331
207,0.256055,0.289381
208,0.255927,0.289268
209,0.255850,0.289092
210,0.255780,0.289082
211,0.255658,0.289123
212,0.255571,0.289129
213,0.255460,0.289119
214,0.255394,0.289032
215,0.255277,0.288999
216,0.255121,0.289100
217,0.254979,0.289201
218,0.254864,0.289220
219,0.254780,0.289104
220,0.254672,0.289074
221,0.254582,0.288961
222,0.254501,0.288958
223,0.254424,0.288922
224,0.254338,0.288965
225,0.254261,0.288915
226,0.254172,0.288795
227,0.254080,0.288795
228,0.253999,0.288860
229,0.253920,0.288925
230,0.253844,0.288884
231,0.253774,0.288838
232,0.253708,0.288803
233,0.253647,0.288788
234,0.253581,0.288805
235,0.253525,0.288780
236,0.253470,0.288738
237,0.253413,0.288735
238,0.253360,0.288669
239,0.253309,0.288671
240,0.253263,0.288652
241,0.253211,0.288648
242,0.253168,0.288601
243,0.253118,0.288533
244,0.253082,0.288488
245,0.253036,0.288489
246,0.252994,0.288480
247,0.252953,0.288480
248,0.252919,0.288436
249,0.252882,0.288423
250,0.252823,0.288413
251,0.252768,0.288448
252,0.252717,0.288444
253,0.252666,0.288454
254,0.252618,0.288464
255,0.252571,0.288432
256,0.252529,0.288487
257,0.252486,0.288524
258,0.252445,0.288511
259,0.252410,0.288432
260,0.252373,0.288485
261,0.252327,0.288481
262,0.252280,0.288460
263,0.252248,0.288334
264,0.252219,0.288330
265,0.252171,0.288333
266,0.252144,0.288391
267,0.252105,0.288346
268,0.252074,0.288300
269,0.252045,0.288257
270,0.251998,0.288373
271,0.251945,0.288498
272,0.251898,0.288628
273,0.251859,0.288737
274,0.251824,0.288726
275,0.251781,0.288615
276,0.251754,0.288603
277,0.251716,0.288527
278,0.251683,0.288644
279,0.251656,0.288649
280,0.251614,0.288654
281,0.251579,0.288610
282,0.251548,0.288659
283,0.251511,0.288682
284,0.251473,0.288732
285,0.251439,0.288799
286,0.251408,0.288866
287,0.251379,0.288865
288,0.251351,0.288979
289,0.251326,0.288960
290,0.251298,0.289034
291,0.251264,0.289020
292,0.251243,0.289026
293,0.251222,0.289003
294,0.251194,0.289021
295,0.251172,0.289069
296,0.251145,0.289010
297,0.251120,0.289025
298,0.251102,0.289073
299,0.251077,0.289018
300,0.251060,0.289065
301,0.251041,0.289038
302,0.251022,0.289062
303,0.251006,0.289124
304,0.250987,0.289241
305,0.250972,0.289279
306,0.250956,0.289210
307,0.250942,0.289206
308,0.250930,0.289172
309,0.250917,0.289172
310,0.250905,0.289171
311,0.250894,0.289170
312,0.250883,0.289142
313,0.250872,0.289077
314,0.250862,0.289051
315,0.250847,0.289161
316,0.250833,0.289266
317,0.250821,0.289298
318,0.250809,0.289243
319,0.250797,0.289292
320,0.250786,0.289326
321,0.250775,0.289326
322,0.250764,0.289265
323,0.250753,0.289291
324,0.250744,0.289328
325,0.250735,0.289350
326,0.250727,0.289373
327,0.250718,0.289318
328,0.250710,0.289381
329,0.250702,0.289373
330,0.250688,0.289376
331,0.250680,0.289411
332,0.250673,0.289410
333,0.250662,0.289418
334,0.250656,0.289453
335,0.250649,0.289506
336,0.250624,0.289470
337,0.250600,0.289436
338,0.250583,0.289445
339,0.250561,0.289385
340,0.250541,0.289362
341,0.250527,0.289369
342,0.250513,0.289403
343,0.250499,0.289428
344,0.250480,0.289386
345,0.250468,0.289357
346,0.250458,0.289329
347,0.250447,0.289311
348,0.250437,0.289330
349,0.250428,0.289332
350,0.250421,0.289331
351,0.250412,0.289348
352,0.250403,0.289364
353,0.250397,0.289372
354,0.250390,0.289394
355,0.250380,0.289444
356,0.250366,0.289438
357,0.250360,0.289453
358,0.250346,0.289470
359,0.250328,0.289485
360,0.250319,0.289531
361,0.250302,0.289548
362,0.250297,0.289565
363,0.250281,0.289555
364,0.250275,0.289559
365,0.250270,0.289571
366,0.250255,0.289584
367,0.250241,0.289593
368,0.250236,0.289589
369,0.250233,0.289592
370,0.250226,0.289589
371,0.250218,0.289588
372,0.250212,0.289570
373,0.250205,0.289545
374,0.250197,0.289648
375,0.250190,0.289767
376,0.250185,0.289795
377,0.250179,0.289787
378,0.250176,0.289785
379,0.250169,0.289780
380,0.250163,0.289767
381,0.250157,0.289785
382,0.250151,0.289782
383,0.250144,0.289770
384,0.250139,0.289793
385,0.250127,0.289882
386,0.250121,0.289864
387,0.250116,0.289872
388,0.250105,0.289844
389,0.250096,0.289827
390,0.250088,0.289811
391,0.250077,0.289795
392,0.250068,0.289755
393,0.250059,0.289760
394,0.250049,0.289765
395,0.250041,0.289771
396,0.250033,0.289776
397,0.250026,0.289783
398,0.250019,0.289790
399,0.250013,0.289813
400,0.250005,0.289821
401,0.249999,0.289844
402,0.249993,0.289793
403,0.249986,0.289801
404,0.249980,0.289838
405,0.249973,0.289845
406,0.249969,0.289881
407,0.249963,0.289915
408,0.249956,0.289930
409,0.249951,0.289961
410,0.249946,0.289990
411,0.249940,0.290010
412,0.249936,0.290032
413,0.249931,0.290033
414,0.249927,0.290025
415,0.249923,0.290052
416,0.249919,0.290046
417,0.249915,0.290052
418,0.249911,0.290075
419,0.249907,0.290074
420,0.249904,0.290075
421,0.249901,0.290063
422,0.249898,0.290065
423,0.249895,0.290061
424,0.249892,0.290065
425,0.249889,0.290045
426,0.249886,0.290048
427,0.249883,0.290060
428,0.249880,0.290075
429,0.249876,0.290078
430,0.249872,0.290055
431,0.249870,0.290049
432,0.249867,0.290056
433,0.249865,0.290075
434,0.249862,0.290086
435,0.249859,0.290062
436,0.249857,0.290053
437,0.249855,0.290043
438,0.249853,0.290050
439,0.249850,0.290055
440,0.249848,0.290107
441,0.249846,0.290155
442,0.249844,0.290169
443,0.249841,0.290216
444,0.249839,0.290240
445,0.249837,0.290271
446,0.249836,0.290278
447,0.249834,0.290309
448,0.249832,0.290329
449,0.249830,0.290346
450,0.249827,0.290336
451,0.249826,0.290312
452,0.249823,0.290291
453,0.249822,0.290269
454,0.249820,0.290259
455,0.249819,0.290302
456,0.249817,0.290308
457,0.249816,0.290315
458,0.249814,0.290334
459,0.249810,0.290325
460,0.249806,0.290324
461,0.249802,0.290315
462,0.249798,0.290315
463,0.249795,0.290321
464,0.249793,0.290318
465,0.249790,0.290328
466,0.249788,0.290297
467,0.249785,0.290312
468,0.249782,0.290292
469,0.249779,0.290272
470,0.249776,0.290272
471,0.249773,0.290257
472,0.249770,0.290269
473,0.249768,0.290254
474,0.249765,0.290250
475,0.249761,0.290240
476,0.249759,0.290241
477,0.249755,0.290243
478,0.249752,0.290218
479,0.249749,0.290227
480,0.249747,0.290233
481,0.249745,0.290238
482,0.249743,0.290248
483,0.249741,0.290262
484,0.249739,0.290268
485,0.249737,0.290281
486,0.249735,0.290289
487,0.249733,0.290291
488,0.249732,0.290300
489,0.249729,0.290308
490,0.249728,0.290324
491,0.249726,0.290316
492,0.249724,0.290302
493,0.249722,0.290281
494,0.249719,0.290275
495,0.249717,0.290274
496,0.249714,0.290274
497,0.249712,0.290275
498,0.249711,0.290278
499,0.249709,0.290289
500,0.249707,0.290293
