Sample,Smiles,Raw,Normalized,Predicted
TP_0010,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,0.008268621,0.026548722,0.3531676751196658
TP_0010,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,0.09341877,0.063903194,0.3090557718059998
TP_0010,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,-0.00075102,0.0225919,0.2942599457613333
TP_0010,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,0.169408692,0.097239172,0.6571746235731342
TP_0010,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,-0.002933788,0.021634343,0.10714402619533323
TP_0010,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,-0.003355543,0.021449324,0.09232839432279998
TP_0010,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,-0.002327053,0.021900511,0.16317841066499958
TP_0010,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1,0.291140552,0.150641656,0.988361984558997
TP_0010,C[C@@H](OC1=CC(=NN=C1N)C(=O)NC1=CC=C(C=C1)C(=O)N1C[C@H](C)N[C@H](C)C1)C1=C(Cl)C=CC(F)=C1Cl,0.003739771,0.024561963,0.2684873267565332
TP_0010,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,0.232912591,0.125097663,0.5863164820244321
TP_0010,C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1,0.200987717,0.111092558,0.9090765303651696
TP_0010,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,0.050849593,0.045228545,0.4749946614015
TP_0010,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,0.000516879,0.023148114,0.1352335989330005
